Vasilij Vasil'evič Dokučaev,55457179,
Hermann Jacobi,30336683,
Piotr Adamczyk,47055535,
Hugh Gough,4487145,
Brigitte Fontaine,81769213,
Joseph Schuster,19949023,
Barbara Hammer,40546227,
Gottlob Frick,2656142,
László Szabó,40794012,
François Sagat,,
Bob Graham,77516883,
Patricia Morrison,79850744,
Jean-Joseph Benjamin-Constant,54417278,
Charles M. Schulz,36924438,
Friedrich Engels,68928644,
Michael Bauer (cestista),81249291,
Lisa Davis,42029681,
Ian Callaghan,170751839,
Federico di Baviera-Landshut,40568882,
Belisario,67815006,
Dave Eggers,14948249,
Kurt Wimmer,14371432,
Leo Andergassen,10680889,
William Hobson,12185121,
Adolfo Federico VI di Meclemburgo-Strelitz,11025650,
Amy Winehouse,40585299,
Julian Bream,71577244,
Eleonora Baroni,55360086,
James Fenimore Cooper,27062769,
Tiberio,89600176,
Joseph Barbera,69114751,
"Charles Somerset, I conte di Worcester",73688224,
Wilhelm Klemm (poeta),3262717,
Erich von Däniken,,
Carlo V del Sacro Romano Impero,88598818,
Barbara Hutton,37714962,
Ildefons Cerdà i Sunyer,,
Andrea Amati,261845190,IT\ICCU\SBNV\018147
Alexandra Wentworth,28840212,
Chatham Roberdeau Wheat,28458821,
"Edward Plunkett, XVIII barone Dunsany",54152830,
Elizabeth Kostova,85594239,
Salgueiro Maia,29634306,
Maximilian von Prittwitz,100528617,
Bernhard Henrik Crusell,2655780,
Rick Ungar,87591538,
Gus Kahn,44483378,
Paule Marshall,108676051,
Alessandro Turchi,30398477,
Michel Godard,29722854,
Ugo di Cluny,34507211,
Ben E. King,103623284,
Tom Boonen,16659079,
Maria Domenica Mazzarello,32029146,
Thomas Edward Bowdich,76435012,
James Clavell,87695868,
Greg Christian,232115757,
Jimmy Connors,62425544,
Darren Lynn Bousman,74172359,
Paul Wertico,19876862,
Dedee Pfeiffer,74063350,
Luciano Gatto,90370183,IT\ICCU\TO0V\382756
Rachael Taylor,169088838,
Kurt Latte,14938543,
Edward Hibbert,44094240,
Haiducii (cantante),76573634,
Ondřej Sosenka,85452229,
Alfred Läpple,34458830,
Scott Derrickson,51895537,
Maurice Auslander,17320402,
Margot Grahame,91297120,
Nicolae Iorga,17235852,
Consuelo Kanaga,91876784,
Giovanni Orelli,24623463,IT\ICCU\CFIV\040667
Patrick Marber,116914223,
Cartola,24791455,
David R. Ellis,76513897,
Lee Tamahori,17421402,
Kenneth Gergen,2590516,
Petar Stambolić,123395721,
George Hamilton,10036596,
Peter Lamborn Wilson,32198032,
Umberto Piersanti,67606277,
Fausto Pocar,3797581,
Dion Fortune,24601458,
José Guadalupe Posada,2539572,
Romualdo II Guarna,29887251,
Giorgio di Brandeburgo-Ansbach,35251268,
Bruno Amoroso,12281938,
Bonita Granville,72651202,
Alexandre-Théophile Vandermonde,24712735,
Giulio Polluce,,
Kevin Keegan,117011194,
Ruperto di Bingen,68753076,
Lino Landolfi,76858232,
John Gaeta,56283963,
Virgilio Ferrari,19718761,
Guy de Chauliac,100205722,
Jack St. Clair Kilby,2444944,
Faddej Bulgarin,67259478,
Patton Oswalt,28990017,
Carlo Bergonzi,114330351,
Jean-Philippe Loys de Chéseaux,154510,
James Mtume,74041123,
Ettore Bortolotti,,
Enrico V del Sacro Romano Impero,52481198,
Philip Lawson,85495198,
Rik Smits,46082375,
José Manuel Marroquín,73954666,
Burton L. King,34014774,
Alphonse Allais,35250088,
Benjamin Gerritsz. Cuyp,24874339,
Robbin Crosby,85819904,
Isabella Leong,169659300,
Anton Staus,72165702,
Amy Hempel,79156172,
Paul Iribe,19806256,
William Ernest Henley,9863730,
John Lynch (attore),90681418,
Sidónio Pais,72218447,
Sandra Oh,9767175,
Tina Turner,74275996,
Srinivasa Ramanujan,27132864,
Juan Gómez-Jurado,79559224,
Ryan Hurst,46447675,
Kati Marton,32786961,
Kiely Williams,76605196,
Edward Asner,54355695,
Brittany Snow,32310827,
Binkie Beaumont,77753328,
August Carl Joseph Corda,77073678,
Ratoldo,824460,
Antonio Maceo Grajales,8478203,
Hans Arp,7386175,
Sofia Albertina di Erbach-Erbach,159975083,
Kublai Khan,72189401,
Georg Christoph Lichtenberg,27067718,
Jędrzej Kitowicz,40235069,
Marguerite Gérard,19950742,
Ella Maillart,95151717,
Bashkim Fino,46560745,
Carlotta del Belgio,41890661,
Plan B (rapper),161948029,
Jetta Goudal,2408210,
Jonathan Levine,169021320,
Stefano della Bella,7502835,
John Tengo Jabavu,41311698,
Lennart Skoglund,28340993,
Peter Wessel Zapffe,68995829,
Tolomeo III,10649037,
Stephan Braunfels,64154930,
Eulalia di Borbone-Spagna,95916333,
Eivør Pálsdóttir,,
Frédéric Beigbeder,,
Pittore di Midia,95801018,
Leone Ebreo,100176843,
Pietro Bernini,44570952,
Celso Benigno Luigi Costantini,51731311,
Christoph Scheiner,19830546,
George Paget Thomson,29615922,
Karl Wilhelm Ferdinand Solger,49264886,
Claude Shannon,41924253,
Nat Hentoff,19678826,
Aaron Klug,93216325,
Randall McDaniel,60807550,
Michael Holm (cantante),79611151,
Martin Lings,2592817,
Moka Only,53909479,
Gérard Depardieu,,
Baybars,90045116,
Niccolò Stenone,59109536,
Filippo Acciaiuoli (poeta),29869017,
Mihail Kogălniceanu,73867122,
Carl Bosch,64106918,
Medina (cantante),153193809,
Alan Schneider,27222940,
Elliott Nugent,35888548,
Eduard van Beinum,76501737,
Joseph de Maistre,46764421,
Erling Skjalgsson,67536333,
Margherita Sofia d'Asburgo-Lorena,123928588,
Víctor Paz Estenssoro,118579781,
Bill Bowerman,30930675,
Arnel Taci,149684663,
José Tadeo Monagas,72660671,
Charles Chaplin (pittore),61818101,
Giuseppe Antonio Bernabei,,
Gabor Szabo,37103536,
Nellie Melba,29552506,
Miyagi Michio,49414542,
Chea Sim,71231245,
Aleksej Grigor'evič Orlov-Česmenskij,79439709,
Kurt Alder,166344624,
Pietro Vidoni (1759-1830),89059173,
John Murphy (compositore),100917066,
Nilüfer Yumlu,9680185,
Roger Schutz,95222333,
Giuseppe Provenzano,90157699,IT\ICCU\CFIV\080761
Innocenzo da Berzo,51949484,
Senta Berger,6633631,
Pietro Quaroni,74648443,
Achille Campanile,73850945,
Philip Nolan,14620641,
Abu al-Hasan al-Ash'ari,34501268,
Elio Pagliarani,76439307,
Timothy Leary,114912503,
Michael Deeley,26961538,
Big Bill Broonzy,10032630,
Wallace Reid,37242800,
Sally Mayer,35417174,
George Van Biesbroeck,6795423,
Melissa McCarthy,167202496,
Leopoldo Marco Antonio Caldani,46775522,
Sergej Dmitrievič Vasil'ev,52550998,
Mansour Bahrami,39672208,
Howard Zinn,106986472,
Michael Fassbender,36713181,
Jörgen Persson,201171047,
Raymond Adolphe Séré de Rivières,49385862,
Sergio Tofano,64034797,
Mark Kerr,24364464,
Craig David,17422719,
Francesco Paolo Frontini,62335738,
Nagamichi Kuroda,109064209,
Lucio Accio,4905872,
Attilio Piccirilli,7288918,
Alfredo Kraus,87663922,
Mo-Do,171845911,
Hans Karl August Simon von Euler-Chelpin,3270402,
Dale Crover,88508585,
Jonas Åkerlund,,
"Edward Hyde, I conte di Clarendon",4940582,
Jody Miller,32184086,
Bob Kaufman,91933981,
Yoko Shimomura,12103779,
Trondur Patursson,22162546,
Albert Borschette,29979921,
Antonio Tosti,61537527,
Kim Il-sung,108235077,
Casimiro di Cracovia,37261787,
Ulrich Karger,66682680,
Richard Barrett,3829386,
Sekula Drljević,24779829,
Pharrell Williams,66671399,
Mallika Sherawat,95126841,
Anastasio Alfaro,47900437,
George Jonas,113348193,
Chris Pennie,29352255,
Stefano Benedetto Pallavicino,44588699,
George Fox,22232944,
Carlo Borromeo,69005084,
Antonio Gamoneda,65180521,
John Surratt,50770474,
Reto Rossetti,15877605,
Jean Jouvenet,64276087,
Derek de Lint,64215718,
Thomas George Cowling,84973391,
Vicentico,5246086,
Amanda Sandrelli,71356940,
Oronzo Gabriele Costa,30320448,
Ana Vidović,4603073,
Ottone III di Borgogna,27868528,
Claudio Abbado,39560822,
Eleanor Parker,30336903,
Jacques Bertillon,76422674,
Giovanni Giorgio II di Sassonia,15572447,
Thomas Hopkins Gallaudet,23082212,
Teofano di Bisanzio (X secolo),72197917,
Edward Frederick Kelaart,26978614,
Thayer David,2787054,
Max Immelmann,27057749,
Camillo Mazzella,59075677,
J. B. Smoove,160555560,
Paul Rotha,27280662,
Vicki Lawrence,1709023,
Emma de Caunes,95124726,
Alberto Lleras Camargo,39393082,
Amanda Hocking,159902242,
Juan Manuel de Rosas,54182829,
Antonio María Barbieri,,
"Robert Shirley, I conte Ferrers",61446669,
Giuseppe Vedovato,66510418,IT\ICCU\CFIV\045056
Michel Piccoli,115031380,
Konradin Kreutzer,10033659,
Francesco Selmi,32112178,
Georges Prêtre,,
Teddy Sears,167935005,
Vasco da Gama,106966471,
Giovanni Ludovico di Wallmoden-Gimborn,67568524,
Oleg Taktarov,229397307,
Carlene Thompson,68979421,
Edmond Privat,34493446,
Renée Adorée,,
Carl Orff,37102958,
John Edwards (musicista),71596215,
Philip Perlman,2076054,
Saki Aibu,101468387,
Aleksandr Isaevič Solženicyn,,
Nicholas Ray,86425,
Mark Adamo,51306277,
Harald Weinrich,64020951,
Janet Evans,36362815,
Peter Norman,107465912,
Harry Rosenbusch,42879133,
Georg Ernst Ludwig Hampe,45054528,
Mark Hoppus,41560346,
Beenie Man,289923,
Francesco Novati,66535889,
Anne Igartiburu,87307031,
Filippo Sassetti,117159,
Edna Buchanan,56757907,
Josie Loren,59419310,
Greg Nicotero,209249422,
Eduard Fraenkel,73896802,
Louis Calhern,39564839,
Wolfgang Güllich,22944560,
Nicola Rescigno,45412080,
Kerry Kennedy,48428594,
Brad Paisley,85892457,
Charlotte Aïssé,,
Wilson Cruz,14709076,
Marco Reus,260397149,
Nana Mizuki,221119431,
Carl Whitaker,69023283,
Joseph-Chrétien-Ernest Bourret,,
Melvyn Douglas,49412354,
Robert Southey,61576896,
Rowan Atkinson,116674546,
Charles Glover Barkla,67246418,
Luca Fanfoni,34143586,
Francesco Zabarella,88880190,
John Goodricke,22000018,
Adolphe Appia,73903825,
Dick Sprang,36246869,
Erchemperto,66594988,
Robert Georges Nivelle,66853177,
Władysław Komar,101757828,
Oliver Grau,7633913,
Karel Dobbelaere,106707,
Eugène Carrière,,
John Leipold,129652720,
Roger McGuinn,29721423,
Terry Yorath,1990227,
Milena Agus,79210897,
Dario Marianelli,31506889,
Egbert del Wessex,54948662,
Heinrich Christian Schumacher,35553376,
Richey Edwards,162754033,
Renzo Novatore,49309213,
Brian Weiss,84859086,
Ingo Schulze,14917294,
Claude-Auguste Lamy,163213917,
Marc Levin,15024950,
Jill Bolte Taylor,79230117,
Mirtha Legrand,102347257,
Delphine Chanéac,,
William Collier Jr.,22351092,
Nikolaj Gennadievič Basov,,
Thomas Tryon,55520781,
Cædmon,,
Nerio Bernardi,118008058,
Marina Sirtis,23848669,
Claudia Schiffer,45106955,
Ruud Gullit,56128682,
Pietro Raimondi,10112829,
Carlo Antonio di Hohenzollern-Sigmaringen,67604074,
Liz White,64322920,
Udo Dirkschneider,84968536,
Charles Horton Cooley,74213,
Gustaf Mauritz Armfelt,49974379,
Tommaso Maria Martinelli,89298366,
Chick Hearn,38921518,
Michele Barbi,22231485,
Audrey Landers,43596569,
Elisabetta di Nassau,216215633,
Pupella Maggio,66676546,
Albert Hofmann,14771260,
Benjamin Britten,2655519,
Michiko,64808986,
Giovanni Maria Bononcini,89092372,
Georgi Kjoseivanov,86258881,
Johnny Knoxville,85123284,
Robin Williams,93723961,
Paul Lafargue,61610596,
Brian J. Smith,142310942,
Bruno Sarda,90183059,IT\ICCU\CFIV\150298
Neroccio di Bartolomeo de' Landi,95726103,
Howie Long,54345903,
Rudolf Wagner,30329994,
Antonio Bartolomeo Bruni,12407362,
Emilio Cecchi,17242426,
Hans van Abeelen,291762082,
Fritz Honegger,30131476,
Paul McGann,56248858,
Lupino Lane,66049069,
Stylianos Gonatas,44110104,
Robert Whitehead,3266620,
Jimmy Cobb,85107638,
Ruud Lubbers,57419700,
Antonio Bido,54352900,
Kurt Feldt,282931948,
Tsutomu Shimomura,115008092,
Eduard Gerhard,77110765,
Ostap Veresai,48577146,
Horst Szymaniak,160463527,
Simon MacCorkindale,29718631,
Arthur Currie,35254237,
Teemu Selänne,62781546,
Kazim Karabekir,14804929,
Valentina Lisitsa,66191180,
Giacomina di Bueil,59018171,
Ernst Bassermann,47555719,
Heinrich Reuß von Plauen,,
Nate Mendel,100864065,
Magnus Larsson,24574898,
Andrew Lang (scrittore),7406545,
Oreste Baratieri,69005032,
Rob Halford,44499804,
Alessandro Galilei,95837817,
Jessica Tuck,86732470,
Teddy Thompson,78781808,
Trotula de Ruggiero,70239052,
Stasys Girėnas,67859485,
Antun Augustinčić,55390264,
Anita Augspurg,9976800,
Walter Warlimont,51811855,
Piero Regnoli,22349782,
Bill Finger,13417743,
Errett Lobban Cord,30961220,
"Charles Middleton, I barone Barham",64848812,
Jennifer Lien,48776323,
Santiago Ramón y Cajal,7450338,
Ettore Panizza,12492389,
Luther Wright,120444878,
Willie Julian Usery,43636978,
Claude Bernard,73849966,
William Finley,162956435,
Gabrielle Anwar,19881254,
Jørgen Stubberud,227249168,
Diego de Almagro,77088464,
Stuart Gordon,102398724,
Kazuya Minekura,2781315,
Gertrude Olmstead,220923514,
Howard Hawks,14798303,
Friederich Preisigke,71469675,
Seiji Miyaguchi,12516726,
Roy Eldridge,94211928,
Vadim Viktorovič Repin,115651189,
René Schneider,171044057,
Loyset Compère,14957872,
Jüri Järvet,17523438,
Aristarco di Samo,79398695,
Luce Fabbri,37030448,
Seasick Steve,120549411,
Gemino,50016791,
Cesare Zerba,166409836,
Clair Patterson,50595213,
Koreyoshi Kurahara,48962385,
Riccardo Muti,110839517,
Courtney Gains,44248671,
Cassie,36676503,
Ai Weiwei,96607499,
Rock Hudson,52486041,
Mauro Lepori,39695940,
Alberto Wolfgang di Schaumburg-Lippe,24983267,
Arnoldo di Selenhofen,77127771,
Luciano Emmer,1102424,
Francis Pilkington,,
Poul Henningsen,24707359,
Myrna Loy,12503551,
Giuseppe Sarti,10034608,
Pietro Garinei,79180457,IT\ICCU\SBLV\064542
Eusebi Güell,,
Spiro Agnew,57891995,
Fritz Saxl,66486297,
Ted Kotcheff,102598085,
Zvonimir Janko,81273752,
Elisha Gray,77096582,
Tricia O'Neil,29731503,
Sylvain Lévi,2473506,
Francisco Morales Bermúdez,,
Wolfgang Fahrian,8181611,
Giovanni Tebaldini,76744430,
Federico Guglielmo I di Sassonia-Weimar,88889720,
Vincenzo Carducci,69728528,
George Coleman,119740616,
Emilio Aguinaldo,55092261,
Josef Römer,52489622,
Clara Haskil,54157683,
Edward Charles Titchmarsh,36986251,
Wilmer Valderrama,51414031,
Edwin Krebs,56671312,
Stephen Rea,85656395,
Fred Phelps,41476007,
Ranjit Singh,247473651,
James Hong,10048409,
Federigo Enriques,29606201,
Alessandro Albani,34465260,IT\ICCU\MUSV\000678
Tim Minear,107386706,
Donna D'Errico,37117568,
Danny Elfman,12496007,
Michel Tournier,32003665,
Johan Barthold Jongkind,51697804,
Christian Friedrich von Kahlbutz,27906947,
James Gadsden,6502365,
Alvaro Mancori,86977024,
Hugo Häring,,
Albert Armitage,16235478,
Qu Yuan,89665491,
Nicolò Grassi,40225709,
Giovanni Battista Angioletti,39686162,
Franco La Torre,23913061,
Roberto Valverde,225505021,
Mahmud Taleghani,3758996,
Theodore Wratislaw,91022437,
Littleton Waller Tazewell,45673309,
Jules Allix,222446183,
Frank Ripploh,75955665,
Valerio Varesi,79187158,
Vidiadhar Surajprasad Naipaul,98079644,
William Harrison Hays,68993211,
Tereza Voříšková,84279464,
Andranik Margaryan,78833949,
Victorien Sardou,17229248,
Zbigniew Brzezinski,34581946,
Albert Lord,111941891,
Domingo Bañez,,
Jacques Heurgon,89671575,
Alvaro Pierri,73095096,
Heinrich Altherr,77063514,
Frank Belknap Long,117867829,
Dino Ciani,244119384,
Charles Bossut,17320036,
Rudolf Steiner,12315364,
Marie-Gabriel-Florent-Auguste de Choiseul-Gouffier,63996987,
Li Hongzhang,17518558,
John Petrucci,61537472,
Sergio Cragnotti,267465608,
Claude de la Colombière,,
Abd al-Muhsin al-Sa'dun,60380283,
Gaspare Mutolo,29244962,
Fulvio Bernardini,90350661,IT\ICCU\SBNV\003591
Marija Nikolaevna Romanova,60917912,
Odoacre,62343931,
Matteo Giulio Bartoli,17297476,
Geert Wilders,83462851,
William Wirt,5060108,
Papa Giovanni XII,15126731,
Papa Giovanni XIV,59442650,
Benjamin Anderson,48369888,
Ed Shaughnessy,69116823,
Mira Furlan,7598036,
Gas Lipstick,84965823,
Guillaume de Nangis,61569360,
Papa Giovanni XIX,32791181,
Vital' Ščėrba,16524026,
Roy Emerson,91393216,
Mahmūd Abbās,,
Giulio Parigi,27074921,
Raphaël Géminiani,56638655,
Manuel Altolaguirre,215444656,
Lovis Corinth,15044719,
Chris Eigeman,163427655,
Ernst Steinitz,95367260,
Vladimir Simagin,6449381,
Michel Petrucciani,56797351,
Bob Odenkirk,167196008,
Émile-Auguste Chartier,,
Mark Granovetter,222014398,
"Robert Carr, I conte di Somerset",75097543,
Reb Beach,90622451,
Chris Lowell,39116958,
Margherita di Baviera-Landshut,72319706,
Émile-Hilaire Amagat,,
Tony Boselli,241919142,
Dan Fogler,79225656,
Elchonon Wasserman,8489982,
Garzia de' Medici,95578314,
Pete Rock,100318105,
Les Darcy,31246627,
Luigi Ferdinando di Borbone-Francia,70645013,
Ashikaga Yoshimitsu,96626824,
Edward Herbert Thompson,9837176,
William Byrd,49407487,
John Farrow,27259630,
Carl Heinrich Becker,90632415,
Marc Okrand,70481590,
Luigi Orione,24731913,
Chris Pine,64318577,
Marcello Catalano (naturalista),170367688,
Agnes Baden-Powell,167524597,
Maurice Duverger,68928573,
Svetlana Ražnatović,51101693,
Joe Cocker,61731346,
Gabriele Mucchi,12356826,
Auguste Comte,100176623,
Tony Blair,84213389,
Gary Mauer,223537151,
Quinto Fabio Massimo Verrucoso,74644223,
Patrick J. Adams,107850773,
Pat Riley,40911342,
Ludovico VI del Palatinato,294416036,
Crisippo di Soli,88692782,
Roberto Capucci,50034372,IT\ICCU\VEAV\021049
Adam West,60830275,
Masutatsu Ōyama,79032474,
Paul Wegener,66762932,
André Brink,,
Giovanni De Prà,,
João Guimarães Rosa,59088739,
Phillip Van Dyke,24204537,
Antonio De Viti De Marco,71462231,
Eleonora Gonzaga-Nevers,202938166,
Charles Edouard Guillaume,114478573,
Bob Neuwirth,50873929,
Hirabayashi Taiko,37139900,
Andrew Scott (attore),102434688,
Federico da Montefeltro,68908276,
Zoia Ceaușescu,84425107,
Leo McKern,117438931,
Luciano Moggi,70097914,
Justus Sustermans,44338265,
Daniel Negreanu,11751155,
Ellen Auerbach,54968270,
Ladislao I di Polonia,20997588,
Stefan Raab,68473185,
Nahas Angula,276866531,
William Foulke,48753908,
Vivien Leigh,49408596,
Achim von Arnim,100175755,
Cody Kasch,68721429,
Hugo van Dalen,21970907,
Maurizio Merli,74062944,IT\ICCU\MODV\134880
David Weiss Halivni,111681708,
Girolamo Basso Della Rovere,20589658,
Elisabetta Gnone,85484692,
Amerie,56815779,
Jan Miel,95741399,
Giovanni de Britto,5739522,
Marc Almond,42713008,
Cole Porter,5118684,
Julius Hübner,15573309,
Richard Henry Lee,47668633,
Richard Schweizer,35233398,
Sylvia Syms,51876648,
Joachim Patinir,37709013,
Albert Cobo,2301447,
Henry Ireton,67638215,
Margherita di Savoia,64845350,
Enrico di Fiandra,25397065,
Jean-Jacques de Mesmes,76306015,
Mario Amendola,39560867,
Thomas Manton,76657242,
Terence James Cooke,18617539,
Peter Deming,86922924,
Pedro Cuatrecasas,51751116,
Mary Robinson,47073247,
Newton Mendonça,42107613,
Gianfilippo Ingrassia,27203905,
Raffaello Carboni,52930257,
Jenna Elfman,76524671,
Patrick Nagel,59881139,
Constance Dowling,41410740,
Hugh O'Flaherty,31812545,
Gaston Thorn,71514889,
Ernst Thälmann,,
Zac Posen,235723725,
Evan Jones (sceneggiatore),59226687,
Fred Wesley,10038794,
Gabry Ponte,80140181,
Francisco Pi y Margall,61588367,
Tom DeFalco,27190503,
Henri Tomasi,74039024,
Leonard D. White,61639452,
Memè Perlini,107603193,
Oz Fox,87513057,
T.J. Cloutier,43587716,
Dick Powell,14960658,
Ira Sachs,81772182,
Simon-Joseph de Pellegrin,95376590,
Henri Rochereau,40454610,
Bruno I di Colonia,64801397,
Mos Def,2668550,
Ivar Lykke,,
Nancy Hogshead,6153344,
Nicolae Milescu,15594249,
Matilde Camus,45958589,
Costas Mandylor,51616102,
Hans Makart,32791716,
Osman I,,
Enrico Baj,6887,IT\ICCU\CFIV\019696
Miguel Asín Palacios,14765515,
Akiko Yano,2683139,
Carmelo Bene,67732044,
Theodor Zwinger,3266789,
Papa Agatone,38904165,
Luca Cordero di Montezemolo,48579242,
Matteo Babini,42163452,
José-Maria de Hérédia,95187284,
Vittoria Luisa di Prussia,22934809,
Randolph Frederick Churchill,91296029,
Colin Davis (direttore d'orchestra),10032941,
Ronald Knox,40175926,
Fredric Wertham,49313066,
Amy Acker,12034403,
Wayne Rogers,53842392,
Emil Chau,233549691,
James Whitbread Lee Glaisher,59166467,
Isabella Teotochi Albrizzi,56783361,
Guido Baccelli,100169173,
Robin Thicke,14501903,
Ivana Spagna,39564181,
Meaghan Rath,231906463,
Javier Marías,102346399,
Bill Emmott,79110581,
Christa McAuliffe,57419728,
Kim Campbell,72198899,
Nils Liedholm,56437922,
Julian Jaynes,56624,
Enrico V d'Inghilterra,71423870,
Gerald J. Toomer,32065746,
Henry Lawson,19701665,
Louis-Joseph de Montcalm,106970371,
Abraham Cresques,29658812,
Carlo Günther di Schwarzburg-Sondershausen,,
Guilhermina Suggia,74064014,
Cefisodoto il Vecchio,13464649,
José Manuel Castañón,2520647,
James Patrick McGranery,13746661,
Keith Giffen,42081203,
Aimee Garcia,230366159,
John Ehrlichman,61702867,
Roscellino di Compiègne,13099954,
Percy Frankland,18687182,
Gerhard Sessler,93484307,
Maria Giuseppa d'Austria,74657259,
Marta Abba,59886566,
John Douglas Sutherland Campbell,49595748,
Frans Sammut,200925901,
Tsukasa Hōjō,116807783,
Wilhelm von Opel,49995242,
Guy Kawasaki,96934959,
Krayzie Bone,27265099,
Cosmo Francesco Ruppi,16956628,
Mario Savio,111404912,
Salvador Mazza,60716173,
Bill Ivy,16716788,
Niccolò Roccatagliata,95752665,
Yves Coppens,31994842,
Élisabeth Vigée-Le Brun,,
Thierry Scherrer,2104507,
Willem Pijper,7580813,
Pierre-Simon Fournier,44406033,
Pierre-Julien Eymard,59138810,
Lawrence Durrell,68928525,
Senofonte,89597697,
Charles Collé,,
Lindsay Davenport,60895228,
Walter Frank Raphael Weldon,38421729,
Pierio Valeriano,24739026,
Anthony James Leggett,30722101,
Juan de Lugo,2730487,
Stéphane Henchoz,50300525,
John French,1103269,
Charles Floquet,51739253,
Mario Nunes Vais,3334295,
Matthew Settle,85812537,
James R. Webb,42035545,
Gabriel Bá,,
Robert de Boron,39383501,
Stella Roman,12497185,
Anna Maria Martinozzi,231325219,
Jaclyn Linetsky,16950048,
Maïwenn,5132545,
Valerio Scanu,253375362,
Jigme Singye Wangchuck,68568859,
Antigono II Gonata,70653685,
Antonio Balestra,19952907,IT\ICCU\CFIV\084546
Marcus Daly,75467135,
San Nicola di Bari,6179914,
Ernst Ruska,40173810,
John Anderson White,170060647,
Isaias Afewerki,70668367,
Jacques Champion de Chambonnières,,
Ian Somerhalder,74165066,
Lodovico Altieri,32313886,
Anna del Palatinato,172625023,
Jurij Timofeevič Galanskov,130751,
Federico I di Brandeburgo-Ansbach,50020204,
Cinzio Passeri Aldobrandini,71688532,
Alessandro Telesino,85054670,
Giovanni di Lorena,86135676,
Agostino Ramelli,59117624,
Tonya Harding,6625338,
Engelbert Dollfuss,30328233,
Dennis Rodman,14890197,
Henry Carton de Wiart,24623115,
Alberto II di Monaco,49510083,
Gerardo da Cremona,84814786,
Guido Stampacchia,46822589,
Fernando Arrabal,56605121,
Rick Allen,226863730,
"Henry Percy, IX conte di Northumberland",33184938,
David Henrie,102365596,
Peter Guber,52500031,
Vittoria di Svezia,60019995,
Galeazzo II Visconti,2304876,
Charles Auguste Frossard,27055303,
Paul Renner,118204020,
Richilde di Provenza,86134392,
John Aloysius O'Keefe,94309251,
Robert Wexler,81041882,
Philippe Rousselot,62657612,
Eduard Strauß,,
Nassim Nicholas Taleb,20606459,
Johann Wilhelm Schirmer,35252178,
Song Sang-hyun,93201294,
Christopher Lloyd,119544974,
Natasha Bedingfield,37161193,
Carlo Marchionni,47557982,
Jacques Linard,65089343,
Robyn Lively,166873635,
Achille Richard,68959730,
Janny Wurts,19915813,
Michel Seuphor,32002849,
Bronislau Kaper,59273738,
Hilda Solis,4325474,
Doug Carlston,70311110,
Talisa Soto,27267429,
Volodymyr Klyčko,40300683,
John Hillcoat,84254458,
Barney Kessel,51875741,
Lewis Cass,74646968,
Lou Bega,19879775,
Irenäus Eibl-Eibesfeldt,,
Stu Cook,163579723,
Joseph von Arneth,74189849,
Heydər Əliyev,,
Federico Moccia,5183392,IT\ICCU\TO0V\494814
Enzo Melandri,79075431,
Graeme Revell,85829093,
Greene Vardiman Black,57660726,
Calvin Harrison,63561171,
Luigi I d'Angiò,39380459,
Ed Reed,6864483,
Irvin McDowell,23716562,
Rebel Wilson,222484619,
Federico Guglielmo II di Prussia,59878495,
Assteas,96561628,
Cornelio Musso,37742509,
Rudolf Koelman,139978809,
Glenn Warren Most,108445936,
Louis-Jacques-Maurice de Bonald,34501983,
Richard Johnson (XVI secolo),22209940,
Anders Thomas Jensen,81464240,
Luigi IV d'Assia-Marburgo,285326619,
Claude Goudimel,100191840,
Aldo Maccione,61367509,
Dariusz Wolski,80830716,
Glenn Quinn,51518698,
Olivier Dahan,66663044,
Antonio Musa,3506530,
Caroline Goodall,85776208,
George Ogden Abell,61607693,
Heinrich Mann,36957174,
Vincenzo di Saragozza,72193475,
John Scott Haldane,27195510,
Branch McCracken,68354233,
Barry Altschul,39560851,
Emilia Plater,8231736,
Tara Fitzgerald,7597971,
John Heminges,67261562,
François-Eric Gendron,,
Christian Martin Joachim Frähn,,
Marco Fabio Quintiliano,34451872,
Federico Guglielmo I di Brandeburgo,67256875,
Georges Leygues,24698694,
Jean-Jules-Antoine Lecomte du Nouÿ,76585073,
Nicolas Grimal,59083462,
Elisabetta di Anhalt-Zerbst,32428132,
Davy Crockett,62341981,
Carlo Visconti,7381233,
Curtis Dwight Wilbur,33730027,
Giampietro Campana,9877745,IT\ICCU\UFIV\147606
Laura Bell Bundy,122193068,
John Totleben,44442060,
Jan Gebauer,64048119,
Ludwig Schläfli,46836728,
Benjamin Disraeli,49233448,
Seichō Matsumoto,34460275,
Oskar Vogt,27868138,
Fink (musicista),107041198,
Nick Gomez,4579326,
Moshe Bejski,97661136,
Johannes Buxtorf,41947846,
Umberto Betti,7384844,
Noah Beery Jr.,64202766,
Candrakīrti,,
Adil Çarçani,,
Irm Hermann,22352114,
Wilhelm Ludvig Johannsen,22911715,
Rondell Sheridan,224792498,
Fritz Mandl,47702694,
Gerhard Schröder,,
Jack White,100321554,
Angus Barnett,41616613,
Achille Baraguey d'Hilliers,27073546,
Adolf Fredrik Lindblad,59270198,
James Campbell (politico),16353813,
Charles Dana Gibson,49342220,
Ottone III del Tirolo,89997930,
Wilhelm Jordan,41882425,
Joseph-Antoine Boullan,170671421,
Peter Graves,100242294,
George Adamski,72187502,
Alessandro Sforza,79076318,
Emil Abderhalden,34593815,
Ralph Meeker,117581602,
